,sentence,label,filename
755,"takođe je obezbijedio i krompir oko 250 kg, čija je vrijednost 75,00 € i isporučio je po 8 metara drva u 2008. i 2009. godini, čija je ukupna vrijednost 320,00 €, što znači da je ukupno doprinio izdržavanju mal.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
756,"djece, u novcu, ogrevnom drvetu i krompiru 795,00€.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
757,"ako se od ukupnog duga od 1500,00 €, oduzme iznos utvrđen na predhodni način, to za isplatu ostaje iznos od 705,00 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
758,"sud je prihvatio nalaz i mišljenje vještaka ekonomske struke, koji je dat stručno i u skladu sa pravilima nauke i vještine, međutim, zakonska zastupnica oštećenih je prihvatila da je okrivljeni platio 400,00 € na ime izdržavanja mal.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
759,"djece i da je u dva navrata isporučio drva, čija je vrijednost 320,00 €, a da ne prihvata da je isporukom krompira djeci, okrivljeni platio njihovo izdržavanje, te je samim tim njegova obaveza za predmetni period 780,00 € ( 1.500.00€ - 400,00€ - 320,00 € ), a ne 705,00 €, što ni okrivljeni nije sporio.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
760,"pravnom analizom naprijed utvrđenog činjeničnog stanja, sud je našao, da su se u opisanim radnjama okrivljenog a. s., stekla sva bitna obiležja četiri krivična djela nedavanje izdržavanja iz čl 221 st. 1 kz, u realnom sticaju.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
761,"naime, na osnovu presude osnovnog suda u beranama p.br 612/09 od 09.12.2009. godine utvrdjeno je da je brak izmedju b. s. i a. s. razveden, te da je okrivljeni obavezan, da doprinosi izdržavanju svoje maloljetne djece m. s., a. s., o. s. i a. s., svakomjesečno po 100,00 eura, na ruke zakonske zastupnice majke b. s., koja presuda je postala pravosnažna 09.12.2009. godine.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
762,"na osnovu iskaza zakonske zastupnice maloletnih oštećenih, utvrdjeno je da okrivljeni u periodu koji mu je stavljen na teret, u jednom navratu njoj lično na ruke platio 200,00 eura, zatim je dotjerao kamion drva, za koji mu je podpisala priznanicu i koji je računao 200,00 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
763,"nakon podnošenja prijave, platio je 200,00 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
764,"okrivljeni je dotjerivao i krompir, ali ona ne prihvata da je time plaćao izdržavanje.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
765,"iz izvoda iz matične knjige rodjenih za m. s. utvrdjeno je da je rodjen 11.03.1993. godine, za a. s. da je rodjen 09.03.1999. godine, o. s. da je rodjen 27.09.2003. godine i a. s. da je rodjena 23.05.1994.godine, iz čega proizilazi da je samo m. s., postao punoljetan i to nakon vremenskog perioda obuhvaćenog optužbom.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
766,"na osnovu nalaza i mišljenja stalnog sudskog vještaka s. o., utvrđeno je da je okrivljeni za period od 09.12.2009. godine do 09.03.2011. godine, na ime izdržavanja svoje maloljetne djece dužan iznos od 1.500,00 eura, da je dao 400,00 eura u novcu, 320,00€ u ogrijevnom drvetu ( dva puta po 8 metara ) i u krompiru 75,00 €, što ukupno iznosi 795,00 eura, te ukupna obaveza okrivljenog za sporni period iznosi 705,00 €.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
767,"međutim, zakonska zastupnica oštećenih nije prihvatila da je donošenjem krompira djeci okrivljeni platio dio obaveze, tako da njegova obaveza za sporni period iznosi 780,00 € ( 1.500,00 € - 400,00 € - 320,00 € ).",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
768,"dakle, na osnovu prednjeg činjeničnog utvrđenja, sud je izveo nesumljiv zaključak da okrivljeni nije izvršavao svoju obavezu davanja izdržavanja mal.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
769,"djece, na šta je obavezan pravosnažnom presudom, te da je izvršio četiri krivična djela nedavanje izdržavanja iz čl 221 st. 1 kz, u realnom sticaju, obzirom na to da, ako se ne daje izdržavanje za više lica, postoji onoliko krivičnih djela, koliko ima korisnika izdržavanja, bez obzira na to da li obaveza izdržavanja za više lica proizilazi iz jedne ili više sudskih odluka.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
770,"djelujući na opisani način, okrivljeni je postupao sa umišljajem, svjestan, da je pravosnažnom i izvršnom presudom osnovnog suda u beranama, obavezan da doprinosi izdržavanju maloljetne djece i da ukoliko to ne čini, u iznosu i na način, kako je to sudskom odlukom utvrđeno, vrši krivično djelo, pa i pored takve svijesti, nije davao izdržavanje, za lica koja je po zakonu dužan da izdržava, čime je manifestovao htenje za nastupanje zabranjene posledice.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
771,"prilikom odlučivanja o vrsti i visini krivične sankcije, koju u konkretnom slučaju treba primijeniti prema okrivljenom a. s., za izvršena krivična djela, sud je imao u vidu sve okolnosti iz čl42 kz-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
772,"tako je od olakšavajućih okolnosti, cijenio i uzeo u obzir, da je okrivljeni otac četvoro djece, siromašnog imovnog stanja, dok je kao otežavajuću okolnost cijenio da je do sada jednom osuđivan.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
773,"kako je za krivično djelo nedavanje izdržavanja zakonom propisana novčana kazna ili zatvor do jedne godine, sud je okrivljenom, cijeneći navedene okolnosti, za četiri krivična djela nedavanje izdržavanja, predhodno utvrdio kazne zatvora u trajanju od po 30 dana, nakon čega je primjenom odredbe čl 48 st. 2 tač 2 kz- a, izrekao jedinstvenu kaznu zatvora u trajanju od 100 /sto/ dana.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
774,"navedena kazna je po mišljenju suda srazmjerna težini izvršenih krivičnih djela i stepenu krivice okrivljenog i predstavlja onu mjeru, koja je nužno neophodna, za postizanje u okviru opšte svrhe izricanja krivičnih sankcija propisane čl 4 st.2 kz -a, svrhe kažnjavanja propisane čl 32 istog zakona.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
775,"osnovano se može očekivati da će izrečena kazna zatvora, pozitivno djelovati na prevaspitavanje okrivljenog, te da će ista uticati na njega, da više ne vrši krivična djela.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
776,"odluka o troškovima krivičnog postupka u iznosu od 66,00 €, zasnovana je na odredbi čl 202 st. 1 zkp-a i predstavlja izdatke koje je sud imao za naknadu vještaku ekonomske struke, dok je paušalni iznos odmjeren vodeći računa o trajanju i složenosti krivičnog postupka, te imovnom stanju okrivljenog, na osnovu čl 199 st. 3 zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
777,"okrivljeni se obavezuje, na osnovu čl 212 st. 2 zkp-a, da na ime imovinsko pravnog zahtjeva za naknadu štete, isplati zakonskoj zastupnici mal.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
778,"oštećenih m. s., a. s., o. s. i a. s., majci b. s. ( s. ), iznos od 780,00 eura, u roku od 15 dana, po pravosnažnosti presude.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
779,sa izloženog odlučeno je kao u izreci presude.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
780,osnovni sud u beranama dana 27.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
781,05.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
782,2011.godine.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
783,"zapisničar, sudija danojla milošević ana kenjić -đukić pravna pouka: protiv ove presude, dozvoljena je žalba, u roku do 8 ( osam ) dana, od dana prijema iste,višem sudu u b. polju, a preko ovog suda.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10158.txt
784,"osnovni sud u beranama k. br 125/11 u ime naroda osnovni sud u beranama, kao prvostepeni krivični, u vijeću sastavljenom od sudije ane kenjić-đukić, kao predsjednika vijeća i sudija porotnika stajke miletić i stojana kukalja, kao članova vijeća, uz sudjelovanje zapisničara marine obadović, u krivičnom predmetu protiv optuženih b. l., iz b., zbog krivičnog djela teška krađa iz čl 240 st. 1 krivičnog zakonika i i. s., iz b., zbog krivičnog djela prikrivanje iz čl 256 st. 1 krivičnog zakonika, po optužnici osnovnog državnog tužilaštva u beranama kt br 2/2011 od 01.04.2011. godine, nakon održanog glavnog i javnog pretresa, u prisustvu zamjenika odt-a amre sujković, optuženih i branioca optuženog b. l., adv.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
785,"m. r., a u odsustvu oštećenog v. o., donio je dana 29.06.2011. godine, a javno objavio u odsustvu stranaka dana 01.07.2011. godine, p r e s u d u optuženi: 1. b. l., jmbg …, zv.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
786,"b., od oca s. i majke d., rodjene p., rodjen … godine, u b., gdje je i stalno nastanjen u naselju p., državljanin cg, nezaposlen, neoženjen, pismen, sa završenom sss, siromašnog imovnog stanja, neosuđivan i 2. i. s. , jmbg … zv.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
787,"č., od oca a. i majke z., rodjene š., rodjen … godine u b., gdje je i stalno nastanjen u naselju t., državljanin cg, nezaposlen, oženjen, otac jednog djeteta, pismen, završio osnovnu školu, siromašnog imovnog stanja, neosuđivan oslobadjaju se od optužbe da su: - optuženi b. l., dana … godine, u selu l., opština b., obio porodičnu kuću vlasništvo oštećenog o. v., na način što je upotrebom podesnog sredstva – pajserom, razvalio katanac ulaznih vrata i ušao u unutrašnjost objekta i iz istog oduzeo: 1 /jednu/ motornu testeru starije proizvodnje marke ""stihl"" - 028 narandžasto bijele boje, 3 /tri/ bakarna kotla, kao i 1/jednu/ bakarnu tepsiju manjih dimenzija, a sve u namjeri da njihovim prisvajanjem sebi pribavi protivpravnu imovinsku korist, - čime bi izvršio krivično djelo teška kradja iz čl 240 st. 1 krivičnog zakonika.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
788,"- optuženi i. s., neutvrdjenog dana mjeseca decembra 2010. godine, kupio od optuženog b. l. stvari i to: 3 /tri/ bakarna kotla, kao i 1 /jednu/ bakarnu tepsiju manjih dimenzija, iako je znao da su iste pribavljene krivičnim djelom teške kradje iz čl 240 st. 1 krivičnog zakonika crne gore, učinjenog na štetu oštećenog o. v., - čime bi izvršio krivično djelo prikrivanje iz čl 256 st. 1 krivičnog zakonika.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
789,"- pošto nije dokazano da su izvršili krivična djela, koja im se optužnicom stavljaju na teret, na osnovu čl 363 tač 3 zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
790,"troškovi krivičnog postupka, padaju na teret budžetskih sredstava ovoga suda, na osnovu čl 203 st. 1 zkp-a.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
791,"oštećeni v. o., iz b., radi ostvarivanja imovinsko pravnog zahtjeva za naknadu štete na osnovu čl 212 st. 3 zkp-a upućuje se na parnicu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
792,"o b r a z l o ž e n j e osnovno državno tužilaštvo u beranama, podnijelo je optužnicu kt br 2/11 od 01.04.2011. godine, protiv optuženih b. l., iz b., zbog krivičnog djela teška krađa iz čl240 st. 1 kz-a i i. s., iz b., zbog krivičnog djela prikrivanje iz čl 256 st. 1 kz.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
793,"zamjenik odt-a amra sujković, u završnoj riječi, ostala je u svemu pri podnijetoj optužnici odt i predložila sudu da optužene oglasi krivim i osudi na kazne po zakonu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
794,"optuženi b. l., u svojoj odbrani, datoj tokom postupka negirao je izvršenje krivičnog djela i krivicu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
795,"naveo je da je te dvije bakarne kante našao kući, a iste su se nalazile u kući duže vremena, a inspektoru je doveo oca da mu to kaže.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
796,na pretresu je dodao da se ne sjeća gdje je bio dana 29.11.2010.godine.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
797,"dvije bakarne kante je našao u dvorištu svoje kuće, odnosno kuće u kojoj živi, a obzirom da je čistio dvorište, iste je uzeo i odnio da proda optuženom i. s., koji otkupljuje bakar u naselju t.. u završnoj riječi je prihvatio završnu riječ svog branioca.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
798,"branilac optuženog b. l., adv.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
799,"m. r., u završnoj riječi istakao je da nema ni indicija, kao ni dokaza da je optuženi b. l. izvršio krivično djelo koje mu je stavljeno na teret.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
800,"iz iskaza saslušanih svjedoka da se zaključit da je okrivljeni napuštene stvari koje su bile u svojini njegovog oca prilikom čišćenja dvorišta zbog smrtnog slučaja koji su imali u porodici sasvim slučajno prodao drugookrivljenom i. s., koji se bavi otkupom sekundarnih sirovina.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
801,"predložio je da sud optuženog oslobodi od optužbe i da troškovi krivičnog postupka padnu na teret budžetskih sredstava i to za nagradu braniocu za odbranu na dva održana pretresa po 200,00 eura po at.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
802,"optuženi i. s., u svojoj izjavi datoj tokom postupka, negirao je izvršenje krivičnog djela i krivicu.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
803,"istakao je da se bavi otkupom otpadnog materijala željeza, a optuženog b. l. ne poznaje.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
804,"optuženi l. je negdje u decembru 2010. godine donio radi prodaje izvjesnu količinu bakra, radilo se o starom bakru, koji je bio gotovo truo, o nekoliko kotlova, koji su bili deformisani.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
805,"nije ga pitao da li su kotlovi ukradeni ili ne, jer nije ni sumljao i bili su za smeće ili otpad.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
806,"izmjerio je ovu količini bakra i koliko se sjeća za to je optuženom l. dao 20,00 eura.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
807,"nije mu tražio nikakve lične podatke, jer nije sumnjao da se radi o ukradenim stvarima.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
808,"zajedno sa ostalim, ove stvari je prodao v. j., koja vrši otkup otpadnog željeza za potrebe nikšićke željezare.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
809,među ovim stvarima koje je kupio nije primijetio bakarnu tepsiju.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
810,"na pretresu je dodao da se ove stvari ne nalaze kod njega, bile su možda dva do tri dana.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
811,kada ga je zvala uprava policije tada je kazao da je kupio od jednog lica stare kotlove koji su bili protruli.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
812,"toga momenta optuženog l. nije pominjao, nije istog ni poznavao.",,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
813,ovi kotlovi su bili poput šerpi koje služe za kuvanje.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
814,u završnoj riječi je istakao nije izvršio krivično djela i da ne priznaje krivicu i tražio je od suda da ga oslobodi.,,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10159.txt
