,sentence,label,filename
54,"-dok je iznos od 3.175,00 eura potrebno uplatiti na žiro račun punomoćnika izvršnih povjerilaca advokata o.m.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
55,br.... koji se vodi kod podgoričke banke societe generale group ad podgorica.,,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
56,"o b r a z l o ž e nj e postupajući po predlogu izvršnih povjerilaca ovaj sud je donio rješenje o izvršenju i.br.21/10 dana 20.01.2010.godine radi diobe zajedničke stvari prodajom nepokretnosti stranaka-stana koji se nalazi u p.-..., na drugom spratu, površine 51 m2 iz lista nepokretnsoti 5717 ko podgorica iii na kat.parceli 4395 koja je upisana kao suvlasništvo stranaka na po 1/3 suvlasničkog dijela.ovo rješenje donijeto je na osnovu rješenja osnovnog suda u podgorici rs.br.118/08 od 06.04.2009.godine, a rješenjem o izvršenju je obavezan izvršni dužnik da izvršnim povjeriocima plati troškove parničnog postupka u iznosu od 99,00 eura i troškove izvršnog postupka u iznosu od 227,50 eura.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
57,"u toku sprovodjenja izvršenja po ovom rješenju, a prije pristupanja prodaji nepokretnosti, izvršni povjerioci su dana 28.10.2010.godine podnijeli novi predlog za izvršenje sada na osnovu presude osnovnog suda u podgorici p.br.1089/05 od 15.07.2006.godine, a radi naplate novčanog potraživanja u iznosu od 2.062,50 eura po osnovu troškova parničnog postupka sa zakonskom zateznom kamatom počev od 30.03.2007.godine do konačne isplate.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
58,"izvršenje je dozvoljeno dana 16.11.2010.godine na 1/3 nepokretnosti izvršnog dužnika iz lista nepokretnosti 5717 ko podgorica iii na kat.parceli 4395 na spratu ii, površine 51 m2 i odlučeno da se izvršenje tog rješenja sprovede pristupanjem izvršenju odredjenom rješenjem i.br.21/10 od 20.01.2010.godine.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
59,"na drugom ročištu za prodaju nepokretnost je dosudjena izvršnom dužniku m.k., koji je u postupku civilne diobe učestvovao u javnom nadmetanju, nakon čega je donijeto rješenje o predaji dana 07.02.2011.godine, koje je postalo pravosnažno 16.02.2011.godine.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
60,"nakon pravosnažnosti rješenja o predaji sud je zakazao ročište za diobu shodno čl.184 zip-a, na kom su stranke izrazile saglasnost da se namirenje izvrši u skladu sa stanjem u spisima predmeta, te da se kamata na iznos troškova parničnog postupka po rješenju i.br.6457/10 od 16.11.2010.godine izračuna od strane suda po čl.6 zakona o visini stope zatezne kamate, obzirom da predstavlja prostu matematičku operaciju, a kako se ne bi stvarali dodatni troškovi za stranke.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
61,"takodje su se izvršni povjerioci saglasili da se iznos od 3.175,00 eura od postignute cijene uplati na žiro račun njihovog punomoćnika advokata o.m.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
62,"obzirom da je nepokretnost stranka na ročištu za prodaju dosudjena izvršnom dužniku za iznos od 41.000,00 eura, to je nesumnjivo da strankama nakon prodaje, a obzirom da su po rješenuj rs.br.118/08 od 06.04.2009.godine imali susvojinu na predmetnoj nepokretnosti od po 1/3 suvlasničkog dijela, pripada iznos od po 13.666,67 eura (3x13.666,67 eura=41.000,00 eura), pa je ovaj dio glavnog potraživanja odredio za namirenje izvršnih povjerilaca.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
63,"medjutim od iznosa koji bi pripao izvršnog dužniku oduzeti su troškovi parničnog postupka po rješenju o izvršenju i.br.6457/10 od 16.11.2010.godine u iznosu od 2.062,50 eura sa zakonskom zatenom kamatom od 30.03.2007.godine do isplate, troškovi parničnog postupka po rješenju o izvršenju i.br.21/10 od 20.01.2010.godine u iznosu od 99,00 eura, te troškovi izvršnog postupka po rješenjima i.br.21/10 i i.br.6457/10 u iznosima od po 227,50 eura i 127,00 eura, te troškovi vještačenja i izlaska suda na lice mjesta u iznosu od 103,33 eura.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
64,"naime shodno čl.241 st.2 zip-a sud nalazi da izvršnim povjeriocima pripadaju svi troškvovi po rješenjima o izvršenju i.br.21/10 i i.br.6457/10 u iznosu od 227,50 eura i 127,00 eura, obzirom da se isti odnose na sastav predloga za izvršenje i takse na predlog i odluku, nalazeći da je izvršni dužnik kao suvlasnik predmetne nepokretnosti prouzrokovao ove troškove, obzirom da su izvršni dužnici diobu morali tražiti prinudnim putem, pa je dužan da ih nadoknadi izvršnim povjeriocima kao vlasnicima koji su ih imali.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
65,"za troškove vještačenja i izlaska suda na lice mjesta u iznosu od 310,00 eura sud nalazi da iste treba da snose sve stranke srazmjerno vrijednostima svojih djelova u zajedničkoj stvari, a shodno čl.241 st.1 zip-a, pa kao su izvršni povjerioci unaprijed platili ove troškove, to je sud odlučio da se iz prodajne cijene izvršni povjerioci namire za iznos od 103,33 eura, koji po svojim suvlasničkom dijelu treba da snosi izvršni dužnik, a koji su izvršni povjerioci prethodno uplatile na račun suda, jer ove troškove shodno navedenoj zakonskoj odredbi treba da snosi svaki vlasnik srazmjerno vrijednosti svojih djelova u zajedničkoj stvari.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
66,"na osnovu izloženog a shodno čl.184, 185, 240 st.2 i 241 zip-a, odlučeno je kao u izreci rješenja.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
67,"osnovni sud u podgorici dana, 10.03.2011.godine izvršni sudija milena matović s.r.",,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
68,pravna pouka: protiv ovog rješenja može se izjaviti žalba u roku od 5 dana od dana prijema pismenog otpravka istog višem sudu u podgorici a preko ovog suda.,,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
69,za tačnost otpravka tvrdi i ovjerava namještenik suda ivanović ivana,,data\I - PREDMETI IZVRŠENJA\presuda_text_306.txt
