,Unnamed: 0,sentence,filename,cluster
1536,1536,- čime je izvršio krivično djelo nedozvoljeno držanje oružja i eksplozivnih materija iz čl 403 st.1 krivičnog zakonika,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1537,1537,u sticaju sa krivičnim djelom ugrožavanje sigurnosti iz čl 168 st.1 krivičnog zakonika.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1538,1538,- pa mu sud predhodno utvrđuje za krivično djelo nedozvoljeno držanje oružja i eksplozivnih materija iz čl 403 st. 1 krivičnog zakonika,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1539,1539,kaznu zatvora u trajanju od 3 ( tri ) mjeseca,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1540,1540,a za krivično djelo ugrožavanje sigurnosti iz čl 168 st. 1 krivičnog zakonika,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1541,1541,kaznu zatvora u trajanju od 30 ( trideset ) dana,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1542,1542,- te mu na osnovu navedenih zakonskih propisa,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1543,1543,te primjenom čl 32,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1544,1544,53 i 54 kz i čl 364 zkp-a i z r i č e uslovnu osudu kojom mu utvrđuje jedinstvenu kaznu zatvora u trajanju od 100 ( sto ) dana i istovremeno određuje da se ista neće izvršiti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1545,1545,ako osuđeni za vrijeme od 1(jedne) godine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1546,1546,po pravosnažnosti presude,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1547,1547,ne učini novo krivično djelo.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1548,1548,zastupnik javne optužbe,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1549,1549,zamjenik odt- a berane vladan đalović,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1550,1550,u završnoj riječi ostao je pri optužnom predlogu i istakao da je dokazima izvedenim tokom postupka utvrđeno da je okrivljeni izvršio krivična djela,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1551,1551,te traži da ga sud oglasi krivim i osudi na kaznu po zakonu.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1552,1552,okrivljeni m. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1553,1553,u svojoj odbrani datoj tokom postupka,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1554,1554,negirao je izvršenje krivičnog djela i istakao da je učesnik nor-a i ima urednu dozvolu – oružni list za pištolj marke „zastava“ m-70,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1555,1555,koji se sada nalazi u policiji,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1556,1556,koji je policija oduzela.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1557,1557,pred osnovnim sudom u beranama,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1558,1558,pokrenuo je parnični postupak za sprečavanje prolaza preko njegove imovine i branio je v. j. da prolazi sa kamionom preko njegove imovine i da vrši deportaciju šume.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1559,1559,u desetom mjesecu 2010. godine postavio je preko puta neke prepreke,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1560,1560,da ne može da se prođe sa vozilom,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1561,1561,u vidu sajli i drvenih greda – vrljika.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1562,1562,on je izašao iz kuće,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1563,1563,koja je udaljena 20 - tak metara,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1564,1564,upozorio ga je riječima :„molim te nemoj da mi rušiš tu ogradu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1565,1565,jer je to moja imovina“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1566,1566,iako ima nešto protiv da se obrati policiji i sudu.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1567,1567,oštećeni je nastavio da uklanja ogradu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1568,1568,pa je otišao u kuću,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1569,1569,uzeo iz kuće pištolj,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1570,1570,izašao i isti je repertirao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1571,1571,a od oštećenog je tog momenta bio udaljen 16-17 metara.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1572,1572,pištolj nije okretao u pravcu oštećenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1573,1573,već je bio okrenut u pravcu zemlje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1574,1574,nije prijetio oštećenom riječima,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1575,1575,već ga je samo upozorio da ne ruši njegovu imovinu i da spor rješavaju sudom.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1576,1576,nakon što je repertirao pištolj,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1577,1577,vratio se u kuću sve do dolaska policije,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1578,1578,kojima je pištolj predao.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1579,1579,na pretresu je dodao da je mislio da je sud donio odluku da se zabranjuje prolaz preko njegove imovine,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1580,1580,te je zbog toga postavio ogradu.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1581,1581,istakao je da nije dokazana teza optužbe da je okrivljeni izvršio krivično djelo ugrožavanje sigurnosti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1582,1582,jer je svjedok u istražnom postupku naveo da je optuženi prilikom držanja pištolja rekao „oćeš li da te ubijem“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1583,1583,a nije mu zaprijetio,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1584,1584,na način kako to u optužnom predlogu stoji: „ sad ću da te ubijem“.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1585,1585,ovom svjedoku nesumnjivo treba vjerovati,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1586,1586,jer nije srodan niti sa okrivljenim,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1587,1587,niti sa oštećenim a bio je na licu mjesta u svojstvu službenog lica.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1588,1588,što se tiče krivičnog djela nedozvoljeno držanje oružja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1589,1589,takodje smatra da nema elemenata ovog krivičnog djela,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1590,1590,jer optuženi ima oružni list za držanje oružja i isto je držao legitimno u svojoj kući,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1591,1591,a kritičnom prilikom ga je imao ispred kuće i nije ga nosio krivično pravnom smislu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1592,1592,što bi imalo obilježja krivičnog djela.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1593,1593,predložio je da sud okrivljenog oslobodi optužbe i dosudi mu krivične troškove po at,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1594,1594,a ako zaključi da ima odgovornosti za krivično djelo nedozvoljeno držanje oružja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1595,1595,molio je da mu se uzme u obzir sve olakšavajuće okolnosti,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1596,1596,koje se ne sumnjivo stiču u ovoj krivičnoj stvari,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1597,1597,obzirom da je imovina okrivljenog na grub način ugrožena od strane opštine i šumskog preduzeća,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1598,1598,o čemu teče parnični postupak,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1599,1599,kao i starost okrivljenog koji ima 85 godina,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1600,1600,slabijeg je zdravlja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1601,1601,te da je ratni vojni invalid,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1602,1602,do sada primjernog vladanja.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1603,1603,sud nije prihvatio odbranu okrivljenog m. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1604,1604,da oštećenom nije uputio riječi prijetnje „sad ću da te ubijem“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1605,1605,obzirom da je njegova odbrana negirana iskazom oštećenog i svjedoka r. d. i s. s.. tako je na osnovu iskaza oštećenog v. j.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1606,1606,utvrđeno da je od strane šumske uprave p.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1607,1607,dobio koncesiju kao direktor preduzeća g. c. i da ima koncesije na teritoriji sela š.. već duže vrijeme okrivljeni stvara probleme njemu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1608,1608,radnicima šumske uprave,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1609,1609,kao i odgovornim licima u upravi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1610,1610,svakodnevnim prijetnjama da će spriječiti prolaz javnim putem.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1611,1611,predmetnog dana je poslao kamione preduzeća da izvrše utovar građe,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1612,1612,pa su mu oni saopštili da su imali problem prilikom prolaska pored kuće okrivljenog.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1613,1613,nakon toga je sa službenikom šu b. s. s. i radnikom r. d. otišao u tom pravcu.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1614,1614,kada su bili blizu kuće m. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1615,1615,on je na putu postavio neke prepreke u vidu drvenih greda.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1616,1616,zaustavili su vozilo i on je izašao sa namjerom da skloni grede.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1617,1617,tada je iz kuće izašao okrivljeni i počeo da mu prijeti riječima „nećeš prolaziti tuda,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1618,1618,"ja ću u tome da te spriječim"".",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1619,1619,nije obraćao pažnju na to,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1620,1620,već je pokušao da ukloni te grede.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1621,1621,u jednom trenutku okrivljeni je ušao u kuću,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1622,1622,predhodno govoreći: „sad ću da te ubijem“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1623,1623,iznio pištolj marke zrvena zastava,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1624,1624,crne boje i isti repertirao i uperio u njegovom pravcu u predjelu grudi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1625,1625,a bio je udaljen 3-4 metra.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1626,1626,kuća okrivljenog je od mjesta događaja udaljena oko 25 metara i on je svo vrijeme u njegovom pravcu išao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1627,1627,držeći pištolj u ruci.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1628,1628,sve ovo su gledali svjedoci s. s. i r. d.. na pretresu je dodao da to nije prvi put da je mu je okrivljeni prijetio,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1629,1629,a predmetnog dana je pri tom izvadio i pištolj,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1630,1630,repertirao i saopštio riječi „sad ću da te ubijem“.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1631,1631,takođe je na osnovu iskaza svjedoka r. d. utvrdjeno da su predmetnog dana išli radi obavljanja službenih poslova u šumu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1632,1632,koja se nalazila u selu š.. vozilom je upravljao s. s. koji je zaustavio vozilo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1633,1633,a na putu pored kuće okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1634,1634,put je bio prepriječen čamovim gredama.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1635,1635,oštećeni je izašao iz vozila da skloni grede,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1636,1636,kada mu je prišao okrivljeni i rekao mu: „ nemoj to da diraš,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1637,1637,to je moje“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1638,1638,na šta mu je oštećeni odgovorio da treba to da otkloni,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1639,1639,da bi prošli.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1640,1640,okrivljeni je kazao: „sačekaj da ti pokažem“ i ušao u kuću,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1641,1641,uzeo pištolj crne boje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1642,1642,repertirao ga i uperio u pravcu oštećenog i to u predjelu njegovih grudi i rekao mu: „ sad ću da te ubijem“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1643,1643,na šta mu je oštećeni kazao „pucaj“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1644,1644,sklonio se nekoliko metara i zvao policiju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1645,1645,a okrivljeni se vratio u kuću.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1646,1646,zatim je došla policija i oduzela pištolj.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1647,1647,na pretresu je dodao da su okrivljeni i oštećeni bili medjusobno udaljeni oko 7-8 m,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1648,1648,kada je okrivljeni uperio pištolj u pravcu oštećenog.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1649,1649,na osnovu iskaza svjedoka s. s. utvrdjeno je da je predmetnog dana vršio službenu radnju kao radnik šu b.. kada su prolazili pored kuće okrivljenog,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1650,1650,na putu su bile postavljene drvene grede.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1651,1651,zaustavio je vozilo,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1652,1652,a oštećeni je izašao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1653,1653,sa namjerom da otkloni grede.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1654,1654,kada je vršio njihovo otklanjanje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1655,1655,iz kuće je izašao okrivljeni.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1656,1656,"tom prilikom mu je oštećeni rekao: ""što radiš ovo",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1657,1657,nemoj ovo više da radiš,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1658,1658,"ovo nije tvoj put""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1659,1659,"a tada mu je okrivljeni rekao: ""hoćeš li da me sačekaš da ti pokažem je li tvoj put""",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1660,1660,ušao je u kući i izašao držeći pištolj u ruci,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1661,1661,koji je prilazeći oštećenom repertirao: kada mu je prišao na udaljenosti od nekih 2-3 metra,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1662,1662,"uperio je pištolj u njegovom pravcu i rekao mu: ""hoćeš li sad da te ubijem",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1663,1663,"na šta je oštećeni odgovorio ""evo tu sam",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1664,1664,okrivlejni se nakon toga vratio u kuću,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1665,1665,a oštećeni je pozvao policiju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1666,1666,koju su sačekali na licu mjesta.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1667,1667,sud je prihvatio iskaze oštećenog i svjedoka r. d. i s. s.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1668,1668,koji su po mišljenju suda jasni,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1669,1669,logični i vjerodostojni i na osnovu kojih je nesumljivo utvrđena krivica okrivljenog.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1670,1670,iz potvrde o privremeno oduzetim predmetima,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1671,1671,utvrđeno je da je od okrivljenog oduzet pištolj marke crvena zastava,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1672,1672,pravnom analizom naprijed utvrdjenog činjeničnog stanja,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1673,1673,sud je našao da su se u opisanim radnjama okrivljenog m. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1674,1674,stekla sva bitna obilježja krivičnog djela nedozvoljeno držanje oružja i eksplozivnih materija iz čl 403 st. 1 kz,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1675,1675,u sticaju sa krivičnim djelom ugrožavanje sigurnosti iz čl 168 st. 1 kz.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1676,1676,tako je na osnovu iskaza oštećenog v. j. utvrđeno da je predmetnog dana sa službenikom šu berane s. s. i radnikom r. d. pošao u selo š.. kada su bili blizu kuće m. b.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1677,1677,on je na putu postavio neke prepreke u vidu drvenih greda.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1678,1678,zaustavili su vozilo i on je izašao sa namjerom da skloni te grede,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1679,1679,kada je iz kuće izašao okrivljeni i počeo da mu prijeti riječima „nećeš prolaziti tuda,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1680,1680,ja ću u tome da te spriječim,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1681,1681,zatim je ušao u kuću,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1682,1682,a predhodno govoreći mu riječi „sad ću da te ubijem“,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1683,1683,iznio pištolj i isti repertirao i uperio u njegovom pravcu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1684,1684,u predjelu grudi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1685,1685,a bio je udaljen 3-4 metra.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1686,1686,"navode oštećenog da je okrivljeni uperio pištolj u njegovom pravcu i da je izgovorio riječi ""sad ću da te ubijem"" potvrdio je i svjedok r. d.",data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1687,1687,kao i svjedok s. s.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1688,1688,koji je istakao da je okrivljeni repetirao pištolj prilazeći oštećenom,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1689,1689,a nakon što mu je prišao,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1690,1690,rekao mu „hoćeš li sad da te ubijem“.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1691,1691,za koji je okrivljeni imao dozvolu za držanje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1692,1692,od istog je oduzet,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1693,1693,zajedno sa oružnim listom.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1694,1694,okrivljeni je negirao da je oštećenom uputio riječi prijetnje,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1695,1695,što sud nije prihvatio,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1696,1696,već je mišljenja da je njegova odbrana sračunata na izbjegavanje krivice.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1697,1697,„sad ću da te ubijem“ je bila neposredna i ostvarljiva,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1698,1698,po samom načinu kako se odigrao predmetni događaj,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1699,1699,obzirom da je okrivljeni uperio pištolj u njegovom pravcu u predjelu grudi,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1700,1700,te je samim tim i ozbiljna i stvarna.,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,1
1701,1701,pri tome okrivljeni je na javnom mjestu,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,2
1702,1702,koje je dakle dostupno svakom na slobodan pristup,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
1703,1703,postupajući suprotno zakonskom određenju sadržanom u čl 11 zakona o oružju,data\K - PRVOSTEPENI KRIVIČNI PREDMETI\presuda_text_10160.txt,0
